iter	Passed	Remaining
575	2524	1858
576	2528	1853
577	2532	1848
578	2535	1843
579	2538	1838
580	2542	1833
581	2546	1829
582	2549	1823
583	2553	1818
584	2556	1813
585	2561	1809
586	2565	1804
587	2568	1799
588	2571	1794
589	2576	1790
590	2581	1786
591	2585	1781
592	2588	1776
593	2593	1772
594	2596	1767
595	2600	1762
596	2603	1757
597	2608	1753
598	2611	1748
599	2614	1743
600	2618	1738
601	2621	1733
602	2626	1728
603	2629	1723
604	2632	1719
605	2636	1713
606	2640	1709
607	2644	1704
608	2647	1699
609	2650	1694
610	2655	1690
611	2658	1685
612	2662	1680
613	2665	1675
614	2668	1670
615	2674	1667
616	2677	1662
617	2680	1657
618	2684	1652
619	2689	1648
620	2692	1643
621	2696	1638
622	2699	1633
623	2704	1629
624	2708	1625
625	2711	1620
626	2715	1615
627	2720	1611
628	2723	1606
629	2727	1601
630	2730	1596
631	2734	1592
632	2738	1587
633	2741	1582
634	2744	1577
635	2748	1572
636	2752	1568
637	2756	1563
638	2759	1558
639	2762	1553
640	2767	1549
641	2770	1545
642	2774	1540
643	2777	1535
644	2781	1530
645	2785	1526
646	2788	1521
647	2791	1516
648	2795	1511
649	2799	1507
650	2803	1502
651	2806	1497
652	2809	1493
653	2814	1489
654	2818	1484
655	2821	1479
656	2824	1474
657	2828	1469
658	2833	1465
659	2836	1461
660	2839	1456
661	2843	1451
662	2847	1447
663	2851	1442
664	2854	1437
665	2857	1433
666	2862	1428
667	2865	1424
668	2869	1419
669	2872	1414
670	2876	1410
671	2880	1405
672	2884	1401
673	2887	1396
674	2890	1391
675	2895	1387
676	2898	1383
677	2902	1378
678	2905	1373
679	2910	1369
680	2913	1364
681	2916	1360
682	2920	1355
683	2924	1350
684	2928	1346
685	2931	1341
686	2934	1337
687	2938	1332
688	2943	1328
689	2946	1323
690	2949	1319
691	2953	1314
692	2958	1310
693	2963	1306
694	2967	1302
695	2970	1297
696	2975	1293
697	2978	1288
698	2981	1283
699	2984	1279
700	2989	1275
701	2993	1270
702	2996	1265
703	2999	1261
704	3004	1257
705	3007	1252
706	3011	1247
707	3014	1243
708	3017	1238
709	3022	1234
710	3025	1229
711	3029	1225
712	3032	1220
713	3037	1216
714	3040	1212
715	3044	1207
716	3047	1202
717	3052	1198
718	3056	1194
719	3059	1189
720	3062	1185
721	3066	1180
722	3070	1176
723	3073	1171
724	3077	1167
725	3080	1162
726	3085	1158
727	3088	1153
728	3091	1149
729	3095	1144
730	3100	1140
731	3103	1136
732	3107	1131
733	3110	1127
734	3115	1123
735	3118	1118
736	3122	1114
737	3125	1109
738	3129	1105
739	3133	1100
740	3136	1096
741	3139	1091
742	3143	1087
743	3148	1083
744	3151	1078
745	3154	1074
746	3157	1069
747	3161	1065
748	3165	1060
749	3169	1056
750	3172	1051
751	3176	1047
752	3180	1043
753	3184	1038
754	3187	1034
755	3191	1030
756	3196	1025
757	3200	1021
758	3204	1017
759	3213	1014
760	3217	1010
761	3221	1006
762	3225	1001
763	3232	998
764	3237	994
765	3243	990
766	3247	986
767	3252	982
768	3258	978
769	3263	974
770	3267	970
771	3271	966
772	3276	962
773	3279	957
774	3283	953
775	3287	948
776	3291	944
777	3295	940
778	3299	935
779	3303	931
780	3307	927
781	3310	922
782	3314	918
783	3317	914
784	3322	909
785	3325	905
786	3329	901
787	3332	896
788	3337	892
789	3340	888
790	3344	883
791	3350	879
792	3355	875
793	3358	871
794	3362	866
795	3365	862
796	3370	858
797	3373	853
798	3376	849
799	3380	845
800	3384	840
801	3388	836
802	3392	832
803	3395	827
804	3400	823
805	3404	819
806	3409	815
807	3413	811
808	3418	807
809	3421	802
810	3425	798
811	3429	793
812	3434	789
813	3437	785
814	3440	781
815	3444	776
816	3448	772
817	3452	768
818	3455	763
819	3458	759
820	3463	755
821	3467	750
822	3470	746
823	3473	741
824	3477	737
825	3481	733
826	3484	728
827	3489	724
828	3493	720
829	3496	716
830	3500	711
831	3503	707
832	3507	703
833	3512	699
834	3515	694
835	3519	690
836	3522	686
837	3527	681
838	3531	677
839	3534	673
840	3537	668
841	3542	664
842	3545	660
843	3549	656
844	3552	651
845	3556	647
846	3560	643
847	3563	638
848	3566	634
849	3570	630
850	3574	625
851	3578	621
852	3581	617
853	3584	612
854	3589	608
855	3593	604
856	3596	600
857	3599	595
858	3603	591
859	3607	587
860	3610	582
861	3614	578
862	3617	574
863	3623	570
864	3626	566
865	3630	561
866	3633	557
867	3638	553
868	3641	548
869	3645	544
870	3648	540
871	3653	536
872	3656	531
873	3659	527
874	3663	523
875	3666	519
876	3670	514
877	3674	510
878	3678	506
879	3681	502
880	3686	497
881	3689	493
882	3692	489
883	3696	485
884	3700	480
885	3704	476
886	3707	472
887	3711	468
888	3715	463
889	3719	459
890	3722	455
891	3725	451
892	3729	446
893	3733	442
894	3738	438
895	3743	434
896	3747	430
897	3750	426
898	3754	421
899	3757	417
900	3760	413
901	3765	409
902	3768	404
903	3771	400
904	3775	396
905	3780	392
906	3784	388
907	3787	383
908	3790	379
909	3794	375
910	3799	371
911	3802	366
912	3805	362
913	3809	358
914	3813	354
915	3816	350
916	3820	345
917	3823	341
918	3827	337
919	3831	333
920	3834	328
921	3838	324
922	3841	320
923	3846	316
924	3850	312
925	3855	308
926	3860	304
927	3864	299
928	3868	295
929	3873	291
930	3879	287
931	3883	283
932	3886	279
933	3891	274
934	3895	270
935	3898	266
936	3901	262
937	3906	258
938	3910	254
939	3913	249
940	3917	245
941	3920	241
942	3924	237
943	3927	233
944	3931	228
945	3934	224
946	3939	220
947	3942	216
948	3946	212
949	3949	207
950	3954	203
951	3957	199
952	3961	195
953	3964	191
954	3968	186
955	3972	182
956	3976	178
957	3979	174
958	3983	170
959	3988	166
960	3992	162
961	3998	157
962	4005	153
963	4010	149
964	4017	145
965	4021	141
966	4026	137
967	4033	133
968	4042	129
969	4048	125
970	4053	121
971	4057	116
972	4064	112
973	4069	108
974	4073	104
975	4085	100
976	4090	96
977	4098	92
978	4106	88
979	4112	83
980	4122	79
981	4133	75
982	4141	71
983	4150	67
984	4159	63
985	4166	59
986	4170	54
987	4176	50
988	4182	46
989	4188	42
990	4202	38
991	4211	33
992	4217	29
993	4224	25
994	4228	21
995	4233	17
996	4240	12
997	4245	8
998	4249	4
999	4258	0
