iter	Logloss
278	0.2331078312
279	0.2328568494
280	0.2326231502
281	0.2322642534
282	0.2319705275
283	0.2315825144
284	0.2313339335
285	0.2307778049
286	0.2304092282
287	0.2300934762
288	0.2298547732
289	0.2295734621
290	0.2291071263
291	0.2288199813
292	0.2283313494
293	0.2279593034
294	0.2275874814
295	0.2272842521
296	0.2270051835
297	0.2266998247
298	0.2264813901
299	0.2260255664
300	0.2256613201
301	0.2253662811
302	0.2250169823
303	0.2245408155
304	0.2238932126
305	0.2236226352
306	0.2233977583
307	0.223132019
308	0.2229252402
309	0.2226305299
310	0.2223161073
311	0.2218576887
312	0.2216290444
313	0.2214824887
314	0.221190826
315	0.2209752129
316	0.2206492938
317	0.2203963508
318	0.2201903694
319	0.2197932698
320	0.2195421167
321	0.2193299958
322	0.2190431314
323	0.2188790484
324	0.2187746632
325	0.2183823509
326	0.2179469822
327	0.2176989681
328	0.2173842315
329	0.2170826391
330	0.216737105
331	0.2165332493
332	0.2162801058
333	0.216059963
334	0.2157854664
335	0.2155216838
336	0.2152520088
337	0.2149631659
338	0.2146421223
339	0.2143507452
340	0.2140493267
341	0.2139031698
342	0.2136235821
343	0.2134208704
344	0.2131136656
345	0.2127522384
346	0.2124558621
347	0.2122026185
348	0.2119061976
349	0.2113665756
350	0.2111593378
351	0.2108385982
352	0.2106152114
353	0.210417378
354	0.2101119636
355	0.2099409462
356	0.2097096284
357	0.2093939179
358	0.2091059258
359	0.2087868697
360	0.2085561427
361	0.2084048057
362	0.2082606146
363	0.2078805709
364	0.2077094411
365	0.2075718294
366	0.207405206
367	0.2069916745
368	0.2068443995
369	0.206586717
370	0.2062908692
371	0.2061399302
372	0.2057944987
373	0.2055251568
374	0.2053189685
375	0.2050911646
376	0.2047843016
377	0.2046113354
378	0.2043957804
379	0.2041304216
380	0.2039720452
381	0.2036862775
382	0.2033753594
383	0.2032481741
384	0.2030242473
385	0.2028871382
386	0.2027664344
387	0.2026390814
388	0.2023725539
389	0.2022384465
390	0.2021444054
391	0.201840863
392	0.2013893196
393	0.2010636823
394	0.200775707
395	0.2005823889
396	0.2001630129
397	0.1998243874
398	0.199356597
399	0.1991512894
400	0.1988230091
401	0.1986190413
402	0.19844353
403	0.1982303967
404	0.1979612886
405	0.197529204
406	0.1972307015
407	0.1970607517
408	0.1968185644
409	0.1966239024
410	0.196490815
411	0.1962704414
412	0.19610239
413	0.1958953191
414	0.1956424742
415	0.1953459999
416	0.1950729929
417	0.1949404623
418	0.1947505155
419	0.1946170128
420	0.1943757103
421	0.1942063861
422	0.1941056426
423	0.193939857
424	0.1937431211
425	0.1934240752
426	0.1932466595
427	0.1929129782
428	0.1927250256
429	0.1926984774
430	0.1924266277
431	0.192190164
432	0.1920031131
433	0.1918091148
434	0.1914670571
435	0.1910657014
436	0.1908794278
437	0.1906045
438	0.1903182849
439	0.1900202076
440	0.1897467054
441	0.1895951674
442	0.1894474436
443	0.1891538489
444	0.1890196373
445	0.1887754813
446	0.1885994334
447	0.188331684
448	0.1880563433
449	0.1878908782
450	0.1877081154
451	0.1873686499
452	0.1872867271
453	0.1870367688
454	0.1868057128
455	0.1866608154
456	0.186396644
457	0.1862994589
458	0.1860695212
459	0.185842925
460	0.1857066224
461	0.1853749507
462	0.1851833134
463	0.1849747303
464	0.1847404845
465	0.1844904453
466	0.1842295419
467	0.18382101
468	0.1837812997
469	0.1836260072
470	0.1834610688
471	0.1833838932
472	0.1831925545
473	0.18301549
474	0.1828101125
475	0.1826564145
476	0.1825380679
477	0.1823477169
478	0.1822797461
479	0.181927058
480	0.1817850739
481	0.1817279602
482	0.1814652415
483	0.1813813004
484	0.1811727773
485	0.180919088
486	0.1807050597
487	0.1804516141
488	0.1802202399
489	0.180088638
490	0.1799105439
491	0.1797528225
492	0.1795319781
493	0.1793660064
494	0.179207178
495	0.1790283685
496	0.178748461
497	0.1785421011
498	0.1783024748
499	0.1780118385
500	0.1779263465
501	0.1777754368
502	0.1775258449
503	0.1772819273
504	0.1771163991
505	0.1770276879
506	0.1768537087
507	0.176780736
508	0.1766677808
509	0.1763650893
510	0.1761696339
511	0.175870158
512	0.1757742365
513	0.1755664091
514	0.1753083224
515	0.1750525362
516	0.1749489203
517	0.1748775939
518	0.1747221077
519	0.1745771032
520	0.1744146696
521	0.1742943178
522	0.1741346352
523	0.174007434
524	0.1737458727
525	0.1734572323
526	0.1732887046
527	0.1732508198
528	0.1731027252
529	0.173016578
530	0.1728907169
531	0.1726343944
532	0.1724069253
533	0.1722886289
534	0.1722251337
535	0.1720523423
536	0.171949067
537	0.1716205076
538	0.1713008127
539	0.1711343247
540	0.1710183236
541	0.1708367801
542	0.1707340656
543	0.1705785138
544	0.1704149468
545	0.1702248345
546	0.1700886273
547	0.1700058997
548	0.1698607158
549	0.1696806552
550	0.1694223358
551	0.1693060808
552	0.1691835593
553	0.1691025058
554	0.1688549262
555	0.1686976188
556	0.168498256
557	0.168407788
558	0.1681742911
559	0.168011312
560	0.1678605955
561	0.1676068127
562	0.1674893151
563	0.1672430891
564	0.1671244486
565	0.1671047937
566	0.166934258
567	0.1667880902
568	0.1666656616
569	0.1665209907
570	0.1662930139
571	0.1660298243
572	0.1658423865
573	0.1657048415
574	0.1656022592
575	0.1655308345
576	0.1653955302
577	0.1652158245
578	0.1651731146
579	0.1650123511
580	0.1649168242
581	0.1648317266
582	0.1645668099
583	0.1643901631
584	0.1641754705
585	0.1641140219
586	0.1640109869
587	0.1639033781
588	0.1637605322
589	0.1634876884
590	0.1632645619
591	0.1630296002
592	0.162839969
593	0.1626191006
594	0.1625605247
595	0.1624200269
596	0.1620849483
597	0.1620145771
598	0.1618120663
599	0.1615615728
600	0.1612312622
601	0.1611568524
602	0.1610029559
603	0.1607599548
604	0.1606214012
605	0.1604771912
606	0.1603775387
607	0.1600612936
608	0.1598820047
609	0.1596392965
610	0.1594589713
611	0.159171975
612	0.1590830447
613	0.1588128018
614	0.1587160448
615	0.1585282591
616	0.1584281328
617	0.1582326585
618	0.1581461089
619	0.1579309896
620	0.1578411313
621	0.1576476605
622	0.1575330245
623	0.1574281067
624	0.1571911136
625	0.157056081
626	0.1568384784
627	0.15671865
628	0.1565569287
629	0.1563307242
630	0.1562669287
631	0.1560519066
632	0.1558546991
633	0.1557426819
634	0.1555380412
635	0.1553337148
636	0.1551445092
637	0.1549092355
638	0.1547843665
639	0.1546147139
640	0.1543896142
641	0.1542264273
642	0.1540621513
643	0.1538480999
644	0.153658323
645	0.1535160015
646	0.1533777626
647	0.15318804
648	0.1528991782
649	0.152679585
650	0.1525204573
651	0.15235884
652	0.1521540982
653	0.1519379241
654	0.151879052
655	0.1517612456
656	0.1516120884
657	0.1514203819
658	0.1513056715
659	0.1511026002
660	0.1509793089
661	0.1508331607
662	0.1504737529
663	0.1503784536
664	0.1502410248
665	0.1501366008
666	0.1500030826
667	0.1498567432
668	0.1496702872
669	0.1494621972
670	0.1494372953
671	0.1492243655
672	0.1490557428
673	0.1488571857
674	0.1487144381
675	0.1486172786
676	0.1484821165
677	0.1483848391
678	0.1482406645
679	0.1480103072
680	0.1479574742
681	0.1477436335
682	0.1474741414
683	0.1473185218
684	0.1472081441
685	0.1470341896
686	0.146922556
687	0.1467733961
688	0.1467512018
689	0.1464765809
690	0.1463861968
691	0.1461452216
692	0.1460182785
693	0.1458747998
694	0.1458218369
695	0.1457054534
696	0.1455069142
697	0.145321947
698	0.1451449693
699	0.1450340343
700	0.1449181718
701	0.1447584432
702	0.1446989462
703	0.144517057
704	0.1443050065
705	0.1441789453
706	0.1439424116
707	0.143780348
708	0.1435908134
709	0.1434266924
710	0.143241903
711	0.14309536
712	0.1430151446
713	0.1428163565
714	0.1427014025
715	0.1426111583
716	0.1424297284
717	0.1422622836
718	0.1421681208
719	0.1420857039
720	0.1419639625
721	0.141839016
722	0.141693163
723	0.141615122
724	0.1414634625
725	0.1413137326
726	0.1412105678
727	0.1411148423
728	0.1408899922
729	0.1407706098
730	0.1406007957
731	0.1404900081
732	0.1403440735
733	0.1401057726
734	0.1399071453
735	0.1397854912
736	0.1396532547
737	0.1394241541
738	0.139304254
739	0.1391749928
740	0.1388710519
741	0.1387815985
742	0.1386328612
743	0.13845171
744	0.1384093352
745	0.1382259614
746	0.1380709241
747	0.1380495942
748	0.1379653137
749	0.1378512119
750	0.1377715001
751	0.1376480989
752	0.137480899
753	0.1373743715
754	0.1371681556
755	0.1368801689
756	0.136777223
757	0.1366116387
758	0.1364523459
759	0.1362391792
760	0.1361785579
761	0.1360243128
762	0.1358347287
763	0.1357173048
764	0.1355295906
765	0.135383635
766	0.1352112945
767	0.1350504123
768	0.1348498443
769	0.1346181297
770	0.134454815
771	0.1342893128
772	0.1341716731
773	0.1340636617
774	0.1338717316
775	0.1337744183
776	0.1336873767
777	0.1335673327
778	0.1334861075
779	0.1333538861
780	0.133259888
781	0.1331722655
782	0.1329842851
783	0.1328245281
784	0.1326560211
785	0.1325431922
786	0.1324226328
787	0.1323296466
788	0.1322727444
789	0.1321108388
790	0.1319268372
791	0.131820456
792	0.131737824
793	0.131631396
794	0.1314961888
795	0.1313232287
796	0.1310889835
797	0.1309514768
798	0.130847783
799	0.1306559185
800	0.1304784494
801	0.1303478405
802	0.1301711645
803	0.1299814802
804	0.1298953323
805	0.1298560107
806	0.1296826673
807	0.129568449
808	0.1294661627
809	0.1292674729
810	0.1291452275
811	0.1290954182
812	0.1290294504
813	0.1288156486
814	0.1287782677
815	0.1285795057
816	0.1284451689
817	0.1282568107
818	0.1281471853
819	0.1279835833
820	0.1278337904
821	0.1277600851
822	0.1276330716
823	0.1275592904
824	0.1274089729
825	0.1273060757
826	0.1272313056
827	0.1270818526
828	0.1269124122
829	0.1267515855
830	0.1266094083
831	0.1265098052
832	0.1264656228
833	0.1264220567
834	0.1263324806
835	0.1261449738
836	0.1259707232
837	0.1259103358
838	0.1257400548
839	0.1256149859
840	0.1255271269
841	0.125370878
842	0.1251711137
843	0.1250253752
844	0.1248714474
845	0.1248181871
846	0.1247372784
847	0.1246389404
848	0.1244969958
849	0.1244111308
850	0.124302986
851	0.1241578345
852	0.1240613804
853	0.1240221821
854	0.1239254908
855	0.1237650496
856	0.1237142281
857	0.1235629499
858	0.1234204718
859	0.1233716726
860	0.1232630919
861	0.1231462364
862	0.1229519823
863	0.1228864773
864	0.1227808744
865	0.1226617966
866	0.1225186782
867	0.1222735328
868	0.122152513
869	0.1219843006
870	0.1219106319
871	0.1218234679
872	0.1217411577
873	0.1216599858
874	0.1215703743
875	0.1214704307
876	0.1213458179
877	0.1212454336
878	0.1209947471
879	0.120890164
880	0.1207905174
881	0.1206566442
882	0.1205867732
883	0.1204760171
884	0.1203775776
885	0.1202554665
886	0.1201717238
887	0.1200586164
888	0.1199619372
889	0.1198718016
890	0.1197763886
891	0.1196458284
892	0.1196301698
893	0.1195774427
894	0.1194702591
895	0.1193464219
896	0.1192415691
897	0.1191158337
898	0.1190568296
899	0.1189313715
900	0.1188066902
901	0.1187040143
902	0.1186161696
903	0.1185630416
904	0.1185293557
905	0.118373517
906	0.1182583964
907	0.1181836681
908	0.1181013072
909	0.1179439592
910	0.1178826425
911	0.117816793
912	0.1177356375
913	0.1175724553
914	0.1174442007
915	0.1173210381
916	0.1172287886
917	0.117138445
918	0.1169838423
919	0.1168216194
920	0.1166722663
921	0.1165957999
922	0.116448863
923	0.1163214202
924	0.1162435801
925	0.1161432323
926	0.1160518406
927	0.115894724
928	0.1157349801
929	0.1156378999
930	0.1155522273
931	0.1154080166
932	0.1153012871
933	0.115202709
934	0.1150615312
935	0.1149732212
936	0.114919548
937	0.1148690567
938	0.1148124242
939	0.1146903866
940	0.1145782226
941	0.114508583
942	0.1143932353
943	0.1143477063
944	0.1142760141
945	0.1141423114
946	0.1140710183
947	0.1140180573
948	0.1139487032
949	0.1138336411
950	0.1136657817
951	0.1135988438
952	0.1135795445
953	0.1135086953
954	0.1134329269
955	0.1134070035
956	0.1132970651
957	0.1132556804
958	0.1131748901
959	0.1130333178
960	0.1130274856
961	0.1129251179
962	0.1128595354
963	0.1127786543
964	0.1126824244
965	0.1125620033
966	0.112469142
967	0.1123392422
968	0.1122315078
969	0.1121104764
970	0.1120713912
971	0.1119556502
972	0.1118867676
973	0.1117989987
974	0.1116496625
975	0.1115134672
976	0.1114342841
977	0.1113591208
978	0.1112845494
979	0.1112349575
980	0.1112251678
981	0.1111717508
982	0.1111104768
983	0.1110348723
984	0.1109138354
985	0.1107771934
986	0.1107123231
987	0.1106257045
988	0.1105581581
989	0.1104668338
990	0.1103221652
991	0.1102635148
992	0.1101369699
993	0.1100935215
994	0.1098798074
995	0.109774328
996	0.1097020534
997	0.1096731529
998	0.1096570591
999	0.1095249544
